"Sample_Name"	"Sample_ID"	"Stream"	"Region"	"LeafLeafLeaf"	"Vegetation"	"Delta13_C_VPDB_corr"	"log_molar_CN"	"Shredder"	"Species"	"Order"	"T"	"Species_All_1"	"Type"	"EA_C_Percent_corr"	"EA_N_Percent_corr"	"Delta15_N_Air_corr"	"Delta13_C_VPDB_corr_corr"
"615"	"MZB-TI4F-Simulium"	NA	"TI4"	"South"	"no-leaf"	"forested"	-23.38	1.39597156630743	"N"	"Simulium"	"Diptera"	"sample"	"Simulium"	"MZB"	45.82	13.23	-1.99	-23.38
"616"	"MZB-TI1A-Baetis"	NA	"TI1"	"South"	"no-leaf"	"non-forested"	-22.25	NA	"N"	"Baetis"	"Ephemeroptera"	"sample"	"Baetis"	"MZB"	46.34	NA	NA	-22.25
"617"	"MZB-TI1A-Simulium"	NA	"TI1"	"South"	"no-leaf"	"non-forested"	-24.7	1.38295998422273	"N"	"Simulium"	"Diptera"	"sample"	"Simulium"	"MZB"	44.92	13.14	-0.78	-24.7
"618"	"MZB-TI1F-Habroleptoides"	NA	"TI1"	"South"	"no-leaf"	"forested"	-25.9	1.43278297227483	"N"	"Habroleptoides"	"Ephemeroptera"	"sample"	"Habroleptoides"	"MZB"	45.49	12.66	-2	-25.9
"619"	"MZB-TI1F-Baetis"	NA	"TI1"	"South"	"no-leaf"	"forested"	-26.72	1.36597963849868	"N"	"Baetis"	"Ephemeroptera"	"sample"	"Baetis"	"MZB"	46.55	13.85	-2.83	-26.72
"620"	"MZB-TI1F-Simulium"	NA	"TI1"	"South"	"no-leaf"	"forested"	-25.89	1.39067647786506	"N"	"Simulium"	"Diptera"	"sample"	"Simulium"	"MZB"	44.2	12.83	-1.66	-25.89
"621"	"MZB-TI2A-Habroleptoides"	NA	"TI2"	"South"	"no-leaf"	"non-forested"	-25.9	1.41761511812558	"N"	"Habroleptoides"	"Ephemeroptera"	"sample"	"Habroleptoides"	"MZB"	45.69	12.91	-1.94	-25.9
"622"	"MZB-TI2A-Baetis"	NA	"TI2"	"South"	"no-leaf"	"non-forested"	-25.1	1.37760115705256	"N"	"Baetis"	"Ephemeroptera"	"sample"	"Baetis"	"MZB"	45.53	13.39	-2.24	-25.1
"623"	"MZB-TI2A-Simulium"	NA	"TI2"	"South"	"no-leaf"	"non-forested"	-27.37	1.43937927585706	"N"	"Simulium"	"Diptera"	"sample"	"Simulium"	"MZB"	45.14	12.48	-1.18	-27.37
"624"	"MZB-TI2F-Habroleptoides"	NA	"TI2"	"South"	"no-leaf"	"forested"	-25.16	1.42152888743182	"N"	"Habroleptoides"	"Ephemeroptera"	"sample"	"Habroleptoides"	"MZB"	46.26	13.02	-3.39	-25.16
"625"	"MZB-TI2F-Baetis"	NA	"TI2"	"South"	"no-leaf"	"forested"	-24.89	NA	"N"	"Baetis"	"Ephemeroptera"	"sample"	"Baetis"	"MZB"	46.58	NA	NA	-24.89
"626"	"MZB-TI2F-Simulium"	NA	"TI2"	"South"	"no-leaf"	"forested"	-24.64	NA	"N"	"Simulium"	"Diptera"	"sample"	"Simulium"	"MZB"	44.98	NA	NA	-24.64
"627"	"MZB-TG2F-Baetis-fresh"	NA	"TG2"	"North"	"no-leaf"	"forested"	-32.19	1.64748130894703	"N"	"Baetis"	"Ephemeroptera"	"fresh"	"Baetis"	"MZB"	50.06	11.24	4.64	-32.19
"628"	"MZB-TG2F-Habroleptoides-fresh"	NA	"TG2"	"North"	"no-leaf"	"forested"	-28.92	1.82248668460841	"N"	"Habroleptoides"	"Ephemeroptera"	"fresh"	"Habroleptoides"	"MZB"	48.97	9.23	3.52	-28.92
"629"	"MZB-TG2A-Habroleptoides-fresh"	NA	"TG2"	"North"	"no-leaf"	"non-forested"	-29.72	1.80260437159598	"N"	"Habroleptoides"	"Ephemeroptera"	"fresh"	"Habroleptoides"	"MZB"	48.11	9.25	3.08	-29.72
"630"	"MZB-TG2A-Baetis-fresh"	NA	"TG2"	"North"	"no-leaf"	"non-forested"	-37.58	1.70130037612496	"N"	"Baetis"	"Ephemeroptera"	"fresh"	"Baetis"	"MZB"	48.41	10.3	6.27	-37.58
"631"	"MZB-TG2F-Simulium-fresh"	NA	"TG2"	"North"	"no-leaf"	"forested"	-33.1	1.74579483329422	"N"	"Simulium"	"Diptera"	"fresh"	"Simulium"	"MZB"	47.91	9.75	6.39	-33.1
"632"	"MZB-TI2A-264-Protonemura"	"TI2A264"	"TI2"	"South"	"no-leaf"	"non-forested"	-29.14	1.44244491692537	"Y"	"Protonemura"	"Plecoptera"	"sample"	"Protonemura"	"MZB"	45.46	12.53	-2.64	-30.23
"633"	"MZB-TI2A-260-Protonemura"	"TI2A260"	"TI2"	"South"	"no-leaf"	"non-forested"	-28.16	1.46262664415356	"Y"	"Protonemura"	"Plecoptera"	"sample"	"Protonemura"	"MZB"	44.98	12.15	-2.49	-29.25
"634"	"MZB-TI2A-262-Protonemura"	"TI2A262"	"TI2"	"South"	"no-leaf"	"non-forested"	-28.46	1.46423676094959	"Y"	"Protonemura"	"Plecoptera"	"sample"	"Protonemura"	"MZB"	44.83	12.09	-2.41	-29.55
"635"	"MZB-TI2F-285-Protonemura"	"TI2F285"	"TI2"	"South"	"no-leaf"	"forested"	-27.16	1.50697491497844	"Y"	"Protonemura"	"Plecoptera"	"sample"	"Protonemura"	"MZB"	45.82	11.84	-3.73	-28.25
"636"	"MZB-TI2F-284-Protonemura"	"TI2F284"	"TI2"	"South"	"no-leaf"	"forested"	-26.72	1.43762289227605	"Y"	"Protonemura"	"Plecoptera"	"sample"	"Protonemura"	"MZB"	46.83	12.97	-3.59	-27.81
"637"	"MZB-TG3F-139-Protonemura"	"TG3F139"	"TG3"	"North"	"no-leaf"	"forested"	-31.5	1.40128835951324	"Y"	"Protonemura"	"Plecoptera"	"sample"	"Protonemura"	"MZB"	44.01	12.64	1.82	-32.59
"638"	"MZB-TG3F-144-Protonemura"	"TG3F144"	"TG3"	"North"	"no-leaf"	"forested"	-31.26	1.41860885394148	"Y"	"Protonemura"	"Plecoptera"	"sample"	"Protonemura"	"MZB"	41.13	11.61	1.6	-32.35
"639"	"MZB-TI2A-253-Protonemura"	"TI2A253"	"TI2"	"South"	"no-leaf"	"non-forested"	-27.4	1.46202623372401	"Y"	"Protonemura"	"Plecoptera"	"sample"	"Protonemura"	"MZB"	44.99	12.16	-2.37	-28.49
"640"	"MZB-TI2A-263-Protonemura"	"TI2A263"	"TI2"	"South"	"no-leaf"	"non-forested"	-28.31	1.42638578027032	"Y"	"Protonemura"	"Plecoptera"	"sample"	"Protonemura"	"MZB"	44.95	12.59	-2.59	-29.4
"641"	"MZB-TI2A-255-Protonemura"	"TI2A255"	"TI2"	"South"	"no-leaf"	"non-forested"	-28.8	1.43954238662173	"Y"	"Protonemura"	"Plecoptera"	"sample"	"Protonemura"	"MZB"	45.69	12.63	-2.59	-29.89
"642"	"MZB-TI2A-256-Protonemura"	"TI2A256"	"TI2"	"South"	"no-leaf"	"non-forested"	-28.84	1.47197876528382	"Y"	"Protonemura"	"Plecoptera"	"sample"	"Protonemura"	"MZB"	44.02	11.78	-2.66	-29.93
"643"	"MZB-TG3F-141-Protonemura"	"TG3F141"	"TG3"	"North"	"no-leaf"	"forested"	-33.02	1.40265758887479	"Y"	"Protonemura"	"Plecoptera"	"sample"	"Protonemura"	"MZB"	42.85	12.29	2.15	-34.11
"644"	"MZB-TI2A-257-Protonemura"	"TI2A257"	"TI2"	"South"	"no-leaf"	"non-forested"	-28.83	1.46571173910729	"Y"	"Protonemura"	"Plecoptera"	"sample"	"Protonemura"	"MZB"	47.05	12.67	-2.66	-29.92
"645"	"MZB-TI2A-259-Protonemura"	"TI2A259"	"TI2"	"South"	"no-leaf"	"non-forested"	-28.31	1.48376391303994	"Y"	"Protonemura"	"Plecoptera"	"sample"	"Protonemura"	"MZB"	43.71	11.56	-2.59	-29.4
"646"	"MZB-TG4F-191-Nemoura"	"TG4F191"	"TG4"	"North"	"no-leaf"	"forested"	-26.93	1.5169375699943	"Y"	"Nemoura"	"Plecoptera"	"sample"	"Nemoura"	"MZB"	43.23	11.06	-0.85	-28.02
"647"	"MZB-TI2F-279-Nemoura"	"TI2F279"	"TI2"	"South"	"no-leaf"	"forested"	-26.83	1.5352783995423	"Y"	"Nemoura"	"Plecoptera"	"sample"	"Nemoura"	"MZB"	44.07	11.07	-3.69	-27.92
"648"	"MZB-TI2F-283-Nemoura"	"TI2F283"	"TI2"	"South"	"no-leaf"	"forested"	-26.4	1.51368825318924	"Y"	"Nemoura"	"Plecoptera"	"sample"	"Nemoura"	"MZB"	43.83	11.25	-3.68	-27.49
"649"	"MZB-TI2F-287-Nemoura"	"TI2F287"	"TI2"	"South"	"no-leaf"	"forested"	-27.05	1.49412252722476	"Y"	"Nemoura"	"Plecoptera"	"sample"	"Nemoura"	"MZB"	44.7	11.7	-3.22	-28.14
"650"	"MZB-TG1F-41-Gammarus"	"TG1F41"	"TG1"	"North"	"no-leaf"	"forested"	-26.45	1.61204276450511	"Y"	"Gammarus"	"Crustacea"	"sample"	"Gammarus"	"MZB"	32.24	7.5	4.08	-27.54
"651"	"MZB-TG1F-40-Capnia"	"TG1F40"	"TG1"	"North"	"no-leaf"	"forested"	-29.03	1.41047067041523	"Y"	"Capnia"	"Plecoptera"	"sample"	"Capnia"	"MZB"	44.17	12.57	5.31	-30.12
"652"	"MZB-TI3A-Habroleptoides"	NA	"TI3"	"South"	"no-leaf"	"non-forested"	-24.62	1.39090453016604	"N"	"Habroleptoides"	"Ephemeroptera"	"sample"	"Habroleptoides"	"MZB"	46.76	13.57	-5.01	-24.62
"653"	"MZB-TI3A-Baetis"	NA	"TI3"	"South"	"no-leaf"	"non-forested"	-22.81	1.36950524822772	"N"	"Baetis"	"Ephemeroptera"	"sample"	"Baetis"	"MZB"	45.77	13.57	-5.64	-22.81
"654"	"MZB-TI3F-Simulium"	NA	"TI3"	"South"	"no-leaf"	"forested"	-24.31	1.35639706802244	"N"	"Simulium"	"Diptera"	"sample"	"Simulium"	"MZB"	43.11	12.95	-5.53	-24.31
"655"	"MZB-TG1F-Habroleptoides"	NA	"TG1"	"North"	"no-leaf"	"forested"	-27.74	1.41716104345642	"N"	"Habroleptoides"	"Ephemeroptera"	"sample"	"Habroleptoides"	"MZB"	42.91	12.13	5.7	-27.74
"656"	"MZB-TG1A-Baetis"	NA	"TG1"	"North"	"no-leaf"	"non-forested"	-34.25	1.33919018282638	"N"	"Baetis"	"Ephemeroptera"	"sample"	"Baetis"	"MZB"	42.44	12.97	7.51	-34.25
"657"	"MZB-TG2A-Simulium"	NA	"TG2"	"North"	"no-leaf"	"non-forested"	-28.25	1.40289895903629	"N"	"Simulium"	"Diptera"	"sample"	"Simulium"	"MZB"	41.57	11.92	2.63	-28.25
"658"	"MZB-TG3F-Baetis"	NA	"TG3"	"North"	"no-leaf"	"forested"	-36.14	1.36130298652401	"N"	"Baetis"	"Ephemeroptera"	"sample"	"Baetis"	"MZB"	43.69	13.06	3.99	-36.14
"659"	"MZB-TG3A-Baetis"	NA	"TG3"	"North"	"no-leaf"	"non-forested"	-40.15	1.33239286375059	"N"	"Baetis"	"Ephemeroptera"	"sample"	"Baetis"	"MZB"	43.29	13.32	6.34	-40.15
"660"	"MZB-TG4A-Baetis"	NA	"TG4"	"North"	"no-leaf"	"non-forested"	-33.28	1.36256210635644	"N"	"Baetis"	"Ephemeroptera"	"sample"	"Baetis"	"MZB"	44.08	13.16	3.97	-33.28
"677"	"MZB-TI1A-Baetis"	NA	"TI1"	"South"	"no-leaf"	"non-forested"	-22.07	1.33800030419967	"N"	"Baetis"	"Ephemeroptera"	"sample"	"Baetis"	"MZB"	46.05	14.09	-3.37	-22.07
"678"	"MZB-TI2F-Baetis"	NA	"TI2"	"South"	"no-leaf"	"forested"	-25.04	1.36718240156649	"N"	"Baetis"	"Ephemeroptera"	"sample"	"Baetis"	"MZB"	45.26	13.45	-3.43	-25.04
"679"	"MZB-TI2F-Simulium"	NA	"TI2"	"South"	"no-leaf"	"forested"	-24.78	1.38165695136872	"N"	"Simulium"	"Diptera"	"sample"	"Simulium"	"MZB"	43.53	12.75	-2.88	-24.78
"680"	"Leaf-TG1A-19"	"TG1A19"	"TG1"	"North"	"Ash"	"non-forested"	-29.85	2.88077005804636	"N"	NA	NA	"sample"	"Ash"	"Leaf"	37.76	2.47	0.28	-29.85
"681"	"Leaf-TG3F-135"	"TG3F135"	"TG3"	"North"	"Alder"	"forested"	-29.85	2.94297173960748	"N"	NA	NA	"sample"	"Alder"	"Leaf"	46.04	2.83	-1.07	-29.85
"682"	"Leaf-TG3A-116"	"TG3A116"	"TG3"	"North"	"Ash"	"non-forested"	-30.15	2.96941873270352	"N"	NA	NA	"sample"	"Ash"	"Leaf"	44.1	2.64	0.14	-30.15
"683"	"Leaf-TG3F-144-Ash"	"TG3F144"	"TG3"	"North"	"Ash"	"forested"	-30.33	2.9700673972098	"N"	"Ash"	NA	"sample"	"Ash"	"Leaf"	43.46	2.6	-0.47	-30.33
"684"	"Leaf-TI2A-261-Alder"	"TI2A261"	"TI2"	"South"	"Alder"	"non-forested"	-28.88	2.94135809951299	"N"	"Alder"	NA	"sample"	"Alder"	"Leaf"	47.59	2.93	-1.37	-28.88
"685"	"Leaf-TG3F-142-Ash"	"TG3F142"	"TG3"	"North"	"Ash"	"forested"	-29.99	3.06998644007515	"N"	"Ash"	NA	"sample"	"Ash"	"Leaf"	42.67	2.31	-0.57	-29.99
"686"	"Leaf-TG2A-72-Ash"	"TG2A72"	"TG2"	"North"	"Ash"	"non-forested"	-30.44	2.94398991844726	"N"	"Ash"	NA	"sample"	"Ash"	"Leaf"	39.41	2.42	-0.52	-30.44
"687"	"Leaf-TG2F-96-Ash"	"TG2F96"	"TG2"	"North"	"Ash"	"forested"	-29.13	NA	"N"	"Ash"	NA	"sample"	"Ash"	"Leaf"	45.09	NA	NA	-29.13
"688"	"Leaf-TG2A-69-Ash"	"TG2A69"	"TG2"	"North"	"Ash"	"non-forested"	-30.45	3.08149048027152	"N"	"Ash"	NA	"sample"	"Ash"	"Leaf"	42.79	2.29	-0.09	-30.45
"689"	"Leaf-TI1F-231"	"TI1F231"	"TI1"	"South"	"Alder"	"forested"	-29.27	2.86137646117874	"N"	NA	NA	"sample"	"Alder"	"Leaf"	48.58	3.24	-1.67	-29.27
"690"	"Leaf-TI1F-233"	"TI1F233"	"TI1"	"South"	"Ash"	"forested"	-30.84	2.85221861749501	"N"	NA	NA	"sample"	"Ash"	"Leaf"	40.56	2.73	-1.97	-30.84
"691"	"Leaf-TG1A-24-Ash"	"TG1A24"	"TG1"	"North"	"Ash"	"non-forested"	-29.93	3.00882781116047	"N"	"Ash"	NA	"sample"	"Ash"	"Leaf"	43.44	2.5	0.36	-29.93
"692"	"Leaf-TG3F-142-Alder"	"TG3F142"	"TG3"	"North"	"Alder"	"forested"	-30.15	2.97677245547303	"N"	"Alder"	NA	"sample"	"Alder"	"Leaf"	45.94	2.73	-0.83	-30.15
"693"	"Leaf-TG4A-166-Ash"	"TG4A166"	"TG4"	"North"	"Ash"	"non-forested"	-29.96	2.91993830340174	"N"	"Ash"	NA	"sample"	"Ash"	"Leaf"	42.13	2.65	-1.01	-29.96
